,Unnamed: 0,index,Unnamed: 0.1,lien,Modèle,Kilométrage,Année,data de MàJ,Carrosserie,Energie,Puissance,Boite,Couleur,Description,Prix,marque,vehicule,model
1497,1633,1633,1633,https://www.automobile.tn/fr/occasion/mazda/2-sedan/45225,Mazda 2 Sedan ,81000.0,2015,2019-07-15,Berline,Essence,6,Manuelle,Gris Shark,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Caméra de recul   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Régulateur de vitesse   Sièges réglables en hauteur  ",39500.0,Mazda,Familia,2
1498,1634,1634,1634,https://www.automobile.tn/fr/occasion/ford/fiesta/45673,Ford Fiesta excellente ,140000.0,2014,2019-08-14,Citadine,Essence,5,Manuelle,Marron,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",31000.0,Ford,Orion,Fiesta
1499,1635,1635,1635,https://www.automobile.tn/fr/occasion/mercedes-benz/200/45672,Mercedes-Benz 200 ,123456.0,1990,2019-08-14,Berline,Diesel,8,Manuelle,Bleu,  Fermeture centralisée   Jantes en alliage   Toit ouvrant    Accoudoir avant   Climatisation   Direction assistée  ,25000.0,Mercedes-Benz,Classe S,220
1500,1637,1637,1637,https://www.automobile.tn/fr/occasion/citroen/c4/45658,Citroën C4 Parfait ,107000.0,2013,2019-08-13,Berline,Essence,6,Manuelle,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Lave Phares   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Palettes au volant   Régulateur de vitesse   Sièges réglables en hauteur   Sièges chauffants   Vitres électriques   Vitres teintées   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",34000.0,Citroen,Grand C4 Picasso,C4
1501,1638,1638,1638,https://www.automobile.tn/fr/occasion/lancia/ypsilon/45656,Lancia Ypsilon ,91000.0,2014,2019-12-08,Compacte,Essence,4,Manuelle,Noir,"  Antibrouillards   Fermeture centralisée   Radar de recul    Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Chargeur CD   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Palettes au volant   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions  ",27000.0,lancia,,Ypsilon
1502,1639,1639,1639,https://www.automobile.tn/fr/occasion/volkswagen/cc/45632,Volkswagen CC 2.0l ,127405.74041993904,2010,2019-08-08,Berline,Diesel,8,Manuelle,Noir,"  Antibrouillards   Détecteur de luminosité   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Régulateur de vitesse   Sellerie en cuir   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",38000.0,Volkswagen,Passat CC,CC
1503,1640,1640,1640,https://www.automobile.tn/fr/occasion/mazda/3-sedan/45653,Mazda 3 sedan ,81000.0,2018,2019-12-08,Berline,Essence,6,Manuelle,Bleu,,78000.0,Mazda,Familia,3
1504,1641,1641,1641,https://www.automobile.tn/fr/occasion/audi/a3-sportback/44622,Audi A3 Sportback 1.2 tfsi  5cv ,120000.0,2015,2019-05-29,Coupé,Essence,5,Manuelle,Marron,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Chargeur CD   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sièges réglables en hauteur   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières  ",61000.0,Audi,A2,A3
1505,1642,1642,1642,https://www.automobile.tn/fr/occasion/ford/focus/45372,Ford Focus ,93322.22222222225,2016,2019-07-24,Autres,Essence,6,Manuelle,Bleu,  Détecteur de luminosité   Fermeture centralisée   Jantes en alliage   Peinture métallisée    Caméra de recul   Climatisation   Direction assistée   Ordinateur de bord   Vitres électriques  ,55000.0,Ford,Focus,Focus
1506,1643,1643,1643,https://www.automobile.tn/fr/occasion/audi/a3/45616,Audi A3 S LINE ,77819.0,2013,2019-07-08,Citadine,Essence,6,Manuelle,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",49000.0,Audi,A2,A3
1507,1644,1644,1644,https://www.automobile.tn/fr/occasion/fiat/500/45633,Fiat 500 ,107996.24,2019,2019-08-08,Citadine,Essence,4,Manuelle,Blanc,  Antibrouillards   Fermeture centralisée    Accoudoir avant   Autoradio   Climatisation   Direction assistée  ,47000.0,Fiat,500,500
1508,1645,1645,1645,https://www.automobile.tn/fr/occasion/renault/clio/45628,Renault Clio Clio Dynamique ,166000.0,2013,2019-08-08,Compacte,Essence,5,Manuelle,Bleu,,33200.0,Renault,Grand Modus,Clio
1509,1646,1646,1646,https://www.automobile.tn/fr/occasion/fiat/grande-punto/45626,Fiat Grande Punto ,175000.0,2010,2019-07-08,Citadine,Essence,5,Manuelle,Gris Shark,  Fermeture centralisée   Peinture métallisée   Rétroviseurs électriques    Autoradio   Autoradio CD   Autoradio CD/Mp3   Climatisation   Direction assistée   Ordinateur de bord   Sièges réglables en hauteur   Vitres électriques   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,25970.192307692305,Fiat,Grande Punto,Grande Punto
1510,1647,1647,1647,https://www.automobile.tn/fr/occasion/volkswagen/passat/45617,Volkswagen Passat ,130348.69281045752,2009,2019-07-08,Autres,Diesel,8,Automatique,Gris argent,"  Antibrouillards   Détecteur de pluie   Fermeture centralisée   Peinture métallisée   Radar de recul   Rétroviseurs rabattables    Accoudoir avant   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Chargeur CD   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Palettes au volant   Sellerie en cuir   Sièges électriques   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",25000.0,Volkswagen,Passat,Passat
1511,1648,1648,1648,https://www.automobile.tn/fr/occasion/audi/a5-sportback/45605,Audi A5 Sportback 2LITRE ,124124.60948786064,2011,2019-06-08,Berline,Diesel,8,Automatique,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Lave Phares   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Accoudoir arrière   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",63000.0,Audi,A2,A5
1512,1649,1649,1649,https://www.automobile.tn/fr/occasion/renault/megane-sedan/45571,Renault Megane Sedan 1.4L ,129453.42882104627,2009,2019-04-08,Berline,Essence,6,Manuelle,Noir,  Antibrouillards   Fermeture centralisée   Peinture métallisée    Autoradio   Autoradio CD   Autoradio CD/Mp3   Bouton Start & Stop   Climatisation   Direction assistée   Ordinateur de bord   Sièges réglables en hauteur   Vitres électriques   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,29486.117509841086,Renault,Megane Estate,Megane
1513,1650,1650,1650,https://www.automobile.tn/fr/occasion/peugeot/207/45281,Peugeot 207 ,180000.0,2013,2019-07-18,Citadine,Essence,5,Manuelle,Blanc,  Antibrouillards   Fermeture centralisée   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Autoradio CD/Mp3   Climatisation   Vitres électriques   Volant multi-fonctions   Volant réglable hauteur/profondeur  ,24000.0,Peugeot,207,207
1514,1651,1651,1651,https://www.automobile.tn/fr/occasion/kia/optima/45599,KIA Optima ,167000.0,2013,2019-06-08,Berline,Essence,10,Automatique,Gris Shark,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Accoudoir arrière   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Chargeur CD   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",43500.0,Kia,Optima,Optima
1515,1652,1652,1652,https://www.automobile.tn/fr/occasion/ford/fiesta/45597,Ford Fiesta allure ,170000.0,2010,2019-06-08,Compacte,Essence,5,Manuelle,Marron,  Détecteur de luminosité   Fermeture centralisée    Autoradio   Climatisation   Direction assistée   Ordinateur de bord   Sièges réglables en hauteur   Vitres électriques   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,31018.11715693746,Ford,Courrier,Fiesta
1516,1653,1653,1653,https://www.automobile.tn/fr/occasion/peugeot/301/45205,Peugeot 301 allure ,63000.0,2014,2019-07-13,Compacte,Essence,5,Manuelle,Gris anthracite,  Antibrouillards   Fermeture centralisée   Jantes en alliage   Rétroviseurs électriques    Autoradio   Autoradio CD   Bluetooth   Caméra de recul   Climatisation   Climatronic   Direction assistée   GPS   Palettes au volant   Régulateur de vitesse   Sièges réglables en hauteur   Sièges chauffants   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   Volant réglable hauteur/profondeur  ,26800.0,Peugeot,301,301
1517,1654,1654,1654,https://www.automobile.tn/fr/occasion/peugeot/301/45588,Peugeot 301 ,105633.04945054943,2015,2019-05-08,Citadine,Essence,5,Manuelle,Gris argent,,26000.0,Peugeot,301,301
1518,1655,1655,1655,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/45585,Volkswagen Golf 7 ,72000.0,2015,2019-05-08,Compacte,Essence,5,Manuelle,Blanc,"  Antibrouillards   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Autoradio   Bluetooth   Bouton Start & Stop   Caméra de recul   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Vitres électriques   Volant multi-fonctions   Volant réglable hauteur/profondeur  ",58000.0,Volkswagen,Golf 7,Golf 7
1519,1656,1656,1656,https://www.automobile.tn/fr/occasion/volkswagen/jetta/45582,Volkswagen Jetta Tout option ,156000.0,2011,2019-05-08,Berline,Essence,6,Manuelle,Blanc,"  Toit ouvrant   Vitres teintées    Accoudoir avant   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Climatisation   Connectivité Aux, usb, iPod   GPS   Vitres électriques   3 appuis têtes arrières  ",42000.0,Volkswagen,Jetta,Jetta
1520,1657,1657,1657,https://www.automobile.tn/fr/occasion/volkswagen/polo-sedan/45579,Volkswagen Polo Sedan ,85000.0,2014,2019-05-08,Berline,Essence,5,Manuelle,Autre,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Rétroviseurs électriques   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sièges réglables en hauteur   Sièges chauffants   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   Volant réglable hauteur/profondeur  ",37500.0,Volkswagen,Vento,Polo
1521,1658,1658,1658,https://www.automobile.tn/fr/occasion/peugeot/partner-origin-utilitaire/45260,Peugeot Partner Origin Utilitaire 1.9 ,129453.42882104631,2009,2019-07-17,Utilitaire,Diesel,7,Manuelle,Gris anthracite,  Fermeture centralisée    Autoradio   Climatisation   Direction assistée   Volant réglable hauteur/profondeur  ,28500.0,Peugeot,Partner,Partner
1522,1659,1659,1659,https://www.automobile.tn/fr/occasion/peugeot/208/45572,Peugeot 208 Pack Style ,104170.42615319724,2016,2019-04-08,Citadine,Essence,5,Manuelle,Blanc,"  Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Bluetooth   Caméra de recul   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Sièges réglables en hauteur   Vitres électriques   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",39000.0,Peugeot,Partner,208
1524,1661,1661,1661,https://www.automobile.tn/fr/occasion/mazda/2/45444,Mazda 2 Sedan skyactiv ,155000.0,2015,2019-07-28,Berline,Essence,6,Manuelle,Gris argent,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Caméra de recul   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Régulateur de vitesse   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",37000.0,Mazda,Familia,2
1525,1662,1662,1662,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/45565,Volkswagen Golf 7 2.0L GTD 184ch ,101557.87150133797,2017,2019-03-08,Berline,Diesel,10,Automatique,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit ouvrant   Toit panoramique   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Chargeur CD   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",59130.188679245286,Volkswagen,Golf 2,Golf 7
1526,1663,1663,1663,https://www.automobile.tn/fr/occasion/citroen/c4/45561,Citroën C4 ,109000.0,2015,2019-03-08,Compacte,Essence,5,Manuelle,Marron,"  Antibrouillards   Fermeture centralisée   Jantes en alliage   Peinture métallisée   Rétroviseurs électriques   Vitres teintées    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",35000.0,Citroen,C4,C4
1527,1664,1664,1664,https://www.automobile.tn/fr/occasion/volkswagen/polo/45555,Volkswagen Polo ,126577.96484375,2003,2019-03-08,Citadine,Essence,4,Manuelle,Vert,  Direction assistée  ,34430.61973871556,Volkswagen,Vento,Polo
1528,1665,1665,1665,https://www.automobile.tn/fr/occasion/seat/leon/45554,Seat Leon ,71000.0,2014,2019-03-08,Compacte,Essence,6,Automatique,Gris anthracite,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Toit ouvrant   Toit panoramique   Vitres teintées    Accoudoir avant   Autoradio   Bluetooth   Boîte à gants réfrigérée   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Régulateur de vitesse  ",53000.0,Seat,Leon,Leon
1529,1666,1666,1666,https://www.automobile.tn/fr/occasion/hyundai/accent/45553,Hyundai Accent essence 1.4 ,114961.08844294488,2013,2019-02-08,Autres,Essence,6,Manuelle,Gris Shark,"  Antibrouillards   Fermeture centralisée   Peinture métallisée    Autoradio CD/Mp3   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Sièges réglables en hauteur   Vitres électriques   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",30000.0,Hyundai,Centennial,Accent
1530,1667,1667,1667,https://www.automobile.tn/fr/occasion/jaguar/xf/45541,Jaguar XF ,124127.19000188734,2011,2019-02-08,Berline,Essence,16,Automatique,Vert,,61500.0,Jaguar,XF,XF
1531,1668,1668,1668,https://www.automobile.tn/fr/occasion/kia/optima/45328,KIA Optima KIA OPTIMA 2L ESS BVA ,133000.0,2012,2019-07-21,Berline,Essence,10,Automatique,Blanc,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Caméra de recul   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",45000.0,Kia,Optima,Optima
1532,1669,1669,1669,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/45330,Mercedes-Benz Classe C Mercedes-Benz C200 ess BVM ,150000.0,2010,2019-07-21,Berline,Essence,10,Manuelle,Noir,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Phares au xénon   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Boîte à gants réfrigérée   Chargeur CD   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",49000.0,Mercedes-Benz,Classe CLS,Classe C
1533,1670,1670,1670,https://www.automobile.tn/fr/occasion/ford/focus/45530,Ford Focus ,80000.0,2015,2019-01-08,Citadine,Essence,4,Manuelle,Gris anthracite,  Fermeture centralisée   Peinture métallisée   Rétroviseurs électriques    Accoudoir avant   Autoradio   Autoradio CD   Autoradio CD/Mp3  ,40000.0,Ford,Focus,Focus
1534,1675,1675,1675,https://www.automobile.tn/fr/occasion/kia/sportage/45505,KIA Sportage ,106000.0,2013,2019-01-08,4 x 4,Diesel,11,Automatique,Gris argent,"  Antibrouillards   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Bluetooth   Boîte à gants réfrigérée   Bouton Start & Stop   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Palettes au volant   Sièges réglables en hauteur   Sièges électriques   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",65000.0,Kia,Sorento,Sportage
1535,1676,1676,1676,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/45482,Mercedes-Benz Classe E Elegance et pack sport ,96000.0,2013,2019-07-31,Berline,Diesel,7,Automatique,Gris anthracite,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Climatisation   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",57843.10322886487,Mercedes-Benz,Classe SLK,Classe E
1536,1678,1678,1678,https://www.automobile.tn/fr/occasion/volkswagen/golf-6/45499,Volkswagen Golf 6 Match ,103000.0,2013,2019-01-08,Compacte,Essence,5,Manuelle,Gris argent,  Antibrouillards   Détecteur de luminosité   Fermeture centralisée   Jantes en alliage   Lave Phares   Peinture métallisée   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio CD/Mp3   Boîte à gants réfrigérée   Climatronic   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sièges réglables en hauteur   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ,43500.0,Volkswagen,Golf 6,Golf 6
1537,1679,1679,1679,https://www.automobile.tn/fr/occasion/mercedes-benz/cla/45498,Mercedes-Benz CLA ,125000.0,2014,2019-07-31,Citadine,Essence,7,Automatique,Gris anthracite,,84000.0,Mercedes-Benz,Classe M,Classe E
1538,1680,1680,1680,https://www.automobile.tn/fr/occasion/audi/a4/45497,Audi A4 1.8 TFSI ,124127.19000188734,2011,2019-07-31,Berline,Essence,6,Manuelle,Beige,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Accoudoir avant   Accoudoir arrière   Autoradio   Autoradio CD   Autoradio CD/Mp3   Bluetooth   Bouton Start & Stop   Climatronic   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Sièges électriques   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir   Volant multi-fonctions   3 appuis têtes arrières   Volant réglable hauteur/profondeur  ",39500.0,Audi,A1,A4
1539,1681,1681,1681,https://www.automobile.tn/fr/occasion/ford/fusion/45496,Ford Fusion Voiture en trés bonne etat ,104167.0507595902,2016,2019-07-31,Berline,Essence,9,Automatique,Blanc,"  Antibrouillards   Détecteur de luminosité   Fermeture centralisée   Feux à LED   Jantes en alliage   Lave Phares   Peinture métallisée   Rétroviseurs électriques   Toit ouvrant    Accoudoir avant   Accoudoir arrière   Bluetooth   Bouton Start & Stop   Caméra de recul   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Ordinateur de bord   Volant multi-fonctions  ",80000.0,Ford,Fusion,Fusion
1540,1682,1682,1682,https://www.automobile.tn/fr/occasion/smart/fortwo/44677,Smart ForTwo 1.0 turbo kit Night Orange ,90000.0,2011,2019-04-06,Citadine,Essence,4,Automatique,Orange,"  Antibrouillards   Détecteur de pluie   Fermeture centralisée   Jantes en alliage   Rétroviseurs rabattables   Toit panoramique   Vitres teintées    Autoradio   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   Palettes au volant   Sellerie en cuir   Sièges chauffants   Vitres électriques   Vitres teintées   Volant/levier de vitesse en cuir  ",27000.0,Smart,Smart,ForTwo
1541,1683,1683,1683,https://www.automobile.tn/fr/occasion/isuzu/d-max/45485,Isuzu D-Max SC super dmax 2.5L ,124127.19000188734,2011,2019-07-31,Utilitaire,Diesel,10,Manuelle,Noir,,34000.0,Isuzu,Trooper,D-MAX
1542,1684,1684,1684,https://www.automobile.tn/fr/occasion/jeep/compass/45479,Jeep Compass Limited ,98981.35800810221,2018,2019-07-31,Autres,Diesel,6,Manuelle,Gris anthracite,"  Antibrouillards   Détecteur de luminosité   Détecteur de pluie   Fermeture centralisée   Feux à LED   Jantes en alliage   Peinture métallisée   Phares au xénon   Radar de recul   Rétroviseurs électriques   Rétroviseurs rabattables   Vitres teintées    Autoradio   Bluetooth   Bouton Start & Stop   Caméra de recul   Climatisation   Connectivité Aux, usb, iPod   Direction assistée   GPS   Ordinateur de bord   Palettes au volant   Régulateur de vitesse   Sellerie en cuir   Sièges réglables en hauteur   Vitres électriques   Volant/levier de vitesse en cuir   Volant multi-fonctions   Volant réglable hauteur/profondeur  ",75000.0,Jeep,Compass,Compass
