,lien, Marque , Modèle , Mise en circulation , Energie , Boite vitesse , kilométrage, Puissance fiscal, Etat du véhicule ,date annonce,Prix
130,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2017-peugeot-pick-up-1ere-main-17715,Peugeot,Partner ,10-2017,Diesel,Manuelle,36000 Km,8 CV,Excellent,15 Mai 2020,47500
131,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2007-bmw-523i-e60-bva-17716,BMW,SERIE 5 ,12-2007,Essence,Automatique,145000 Km,11 CV,Excellent,15 Mai 2020,47000
132,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2017-seat-leon-style-toit-pano-1ere-main-17709,Seat,Leon,08-2017,Essence,Manuelle,56000 Km,6 CV,Excellent,15 Mai 2020,65000
133,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2007-ford-focus-17685,Ford,Focus,02-2007,Essence,Manuelle,247000 Km,6 CV,Excellent,15 Mai 2020,19500
134,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2015-mazda-bt-50-1ere-main-17698,Mazda,BT-50 Pick-up,12-2015,Diesel,Manuelle,141000 Km,9 CV,Excellent,15 Mai 2020,65000
135,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2013-peugeot-partner-b9-18030,Peugeot,Partner ,10-2013,Diesel,Manuelle,238000 Km,5 CV,Excellent,14 Mai 2020,21500
136,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2010-volkswagen-passat-tdi-18029,Volkswagen,Passat,12-2010,Diesel,Manuelle,149000 Km,5 CV,Excellent,14 Mai 2020,43000
137,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2017-volkswagen-caddy-1ere-main-17691,Volkswagen,Caddy,08-2017,Diesel,Manuelle,64000 Km,5 CV,Excellent,12 Mai 2020,44500
138,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2017-citroen-c3-shine-18026,Citroen,C3,03-2017,Essence,Manuelle,51000 Km,4 CV,Excellent,12 Mai 2020,40000
139,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2016-renault-clio-4-tce-18027,Renault,Clio 4,06-2016,Essence,Manuelle,72000 Km,5 CV,Excellent,12 Mai 2020,36900
140,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2016-kia-sportage-bva-18025,Kia,Sportages,01-2016,Essence,Automatique,111000 Km,11 CV,Excellent,12 Mai 2020,61000
141,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2011-mercedes-c180-amg-restylee-bva-17688,Mercedes,Classe C,06-2011,Essence,Automatique,192000 Km,9 CV,Excellent,11 Mai 2020,65000
142,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2011-audi-a4-17682,Audi,A4,12-2011,Essence,Manuelle,165000 Km,7 CV,Excellent,11 Mai 2020,40000
143,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2011-peugeot-508-17858,Peugeot,508,05-2011,Essence,Manuelle,107000 Km,9 CV,Excellent,11 Mai 2020,36500
144,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2014-kia-picanto-bva-17670,Kia,Picanto,06-2014,Essence,Automatique,70000 Km,5 CV,Excellent,11 Mai 2020,33500
145,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap347-kia-cerato-bva-1ere-main-16865,Kia,Cerato,11-2015,Essence,Automatique,110000 Km,8 CV,Excellent,11 Mai 2020,47900
146,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap758-mercedes-a180-bva-17362,Mercedes,Classe A,11-2012,Essence,Automatique,113000 Km,6 CV,Excellent,11 Mai 2020,67500
147,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2017-suzuki-baleno-bva-1ere-main-17879,Suzuki,Baleno,12-2017,Essence,Automatique,25000 Km,5 CV,Excellent,11 Mai 2020,47500
148,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2012-mercedes-e220-cdi-bva-17780,Mercedes,Classe E,04-2012,Diesel,Automatique,201000 Km,9 CV,Excellent,11 Mai 2020,75000
149,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap886-ford-ranger-xlt-1ere-main-avec-frigo-17492,Ford,Ranger,05-2015,Diesel,Manuelle,120000 Km,7 CV,Excellent,11 Mai 2020,68000
150,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2014-mercedes-c180-restyle-bvm-17706,Mercedes,Classe C,01-2014,Essence,Manuelle,132000 Km,9 CV,Excellent,10 Mai 2020,65000
151,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2015-audi-a4-17878,Audi,A4,07-2015,Essence,Manuelle,92000 Km,7 CV,Excellent,9 Mai 2020,68500
152,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2016-seat-leon-style-avec-toit-18024,Seat,Leon,03-2016,Essence,Manuelle,104000 Km,6 CV,Excellent,9 Mai 2020,56000
153,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2009-mercedes-e200-bva-18023,Mercedes,Classe E,10-2009,Essence,Automatique,228000 Km,11 CV,Excellent,9 Mai 2020,63000
154,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2016-mercedes-c180-bva-18022,Mercedes,Classe C,09-2016,Essence,Automatique,167000 Km,8 CV,Excellent,9 Mai 2020,99500
155,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/-18021,Citroen,Berlingo,11-2014,Diesel,Manuelle,178000 Km,5 CV,Excellent,9 Mai 2020,37500
156,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2016-chery-e3-1ere-main-17791,Peugeot,Partner ,12-2016,Essence,Manuelle,49000 Km,6 CV,Excellent,9 Mai 2020,29500
157,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2009-volkswagen-passat-tdi-17723,Volkswagen,Passat,05-2009,Diesel,Manuelle,222000 Km,6 CV,Excellent,9 Mai 2020,28000
158,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2014-volkswagen-caddy-17930,Volkswagen,Caddy,03-2014,Diesel,Manuelle,209000 Km,5 CV,Excellent,9 Mai 2020,28000
159,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2015-citroen-c-elysee-1ere-main-17868,Citroen,C Elysée,05-2015,Essence,Manuelle,135000 Km,5 CV,Excellent,9 Mai 2020,22900
160,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap706-audi-a4-17300,Audi,A4,07-2009,Essence,Manuelle,84000 Km,9 CV,Excellent,9 Mai 2020,44500
161,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap956-nissan-qashqai-connect-toit-pano-17550,Nissan,Qashqai,12-2014,Diesel,Manuelle,161000 Km,5 CV,Excellent,9 Mai 2020,68000
162,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap936-bmw-x5-toit-pano-bva-pack-m-1ere-main-17531,BMW,X5,11-2009,Diesel,Automatique,210000 Km,15 CV,Excellent,9 Mai 2020,89500
163,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap846-mercedes-e200-kit-amg-toit-pano-17454,Mercedes,Classe E,01-2011,Essence,Automatique,156000 Km,11 CV,Excellent,9 Mai 2020,76000
164,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2014-ford-ka-1ere-main-17886,Ford,KA,01-2014,Essence,Manuelle,105000 Km,4 CV,Excellent,8 Mai 2020,25500
165,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2009-bmw-316i-coupe-e92-toit-ouvrant-17884,BMW,SERIE 3 ,09-2009,Essence,Manuelle,170000 Km,7 CV,Excellent,8 Mai 2020,42500
166,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/polo-7-5cv-18017,Volkswagen,Polo 7,03-2011,Essence,Manuelle,180000 Km,5 CV,Excellent,8 Mai 2020,25000
167,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-partner-18018,Peugeot,Partner ,09-2003,Diesel,Manuelle,170000 Km,7 CV,Excellent,8 Mai 2020,13000
168,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-uno-18019,Fiat,Uno,11-2005,Essence,Manuelle,200000 Km,5 CV,Très bon,8 Mai 2020,9500
169,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-4-18020,Volkswagen,Golf 4,10-2000,Essence,Manuelle,200000 Km,5 CV,Excellent,8 Mai 2020,17500
170,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2016-kia-rio-sedan-1ere-main-18013,Kia,RIO,01-2016,Essence,Manuelle,52000 Km,5 CV,Excellent,6 Mai 2020,38500
171,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap755-suzuki-ciaz-1ere-main-17356,Suzuki,Vitara,04-2017,Essence,Manuelle,57000 Km,5 CV,Excellent,6 Mai 2020,43900
172,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2015-nissan-micra-1ere-main-17929,Nissan,Micra,01-2015,Essence,Manuelle,102000 Km,5 CV,Excellent,6 Mai 2020,24900
173,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2007-peugeot-206-cabriolet-bva-17927,Peugeot,206,07-2007,Essence,Automatique,171000 Km,7 CV,Excellent,6 Mai 2020,28900
174,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2014-mercedes-a180-kit-amg-bva-toit-pano-17926,Mercedes,Classe A,01-2014,Essence,Automatique,86000 Km,6 CV,Excellent,6 Mai 2020,86500
175,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2012-bmw-520i-bva-luxuryline-toit-ouvrant-17925,BMW,SERIE 5 ,02-2012,Essence,Automatique,166000 Km,10 CV,Excellent,6 Mai 2020,95000
176,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2004-mercedes-s350l-toit-ouvrant-bva-17856,Mercedes,Classe S ,02-2004,Essence,Automatique,161000 Km,17 CV,Excellent,6 Mai 2020,43000
177,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2017-citroen-jumpy-17736,Citroen,Jumpy,01-2017,Diesel,Manuelle,94000 Km,5 CV,Excellent,6 Mai 2020,43000
178,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap967-ford-ka-titanium-17565,Ford,KA,05-2016,Essence,Manuelle,87000 Km,4 CV,Excellent,6 Mai 2020,28900
179,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap968-bmw-x5-bva-17566,BMW,X5,08-2007,Essence,Automatique,281000 Km,19 CV,Excellent,6 Mai 2020,54500
180,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap998-citroen-c5-17591,Citroen,C5,05-2010,Diesel,Manuelle,249000 Km,6 CV,Excellent,6 Mai 2020,28900
181,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap940-bmw-320i-cabriolet-e93-pack-m-bva-17535,BMW,SERIE 3 ,05-2008,Essence,Automatique,182000 Km,9 CV,Excellent,6 Mai 2020,54500
182,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap619-mercedes-e200-cdi-17201,Mercedes,Classe E,07-2013,Diesel,Automatique,158000 Km,8 CV,Excellent,6 Mai 2020,92000
183,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap533-ford-figo-17093,Ford,Figo,03-2014,Essence,Manuelle,103000 Km,5 CV,Excellent,6 Mai 2020,20900
184,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap963-citroen-c5-17557,Citroen,C5,02-2009,Diesel,Manuelle,228000 Km,6 CV,Excellent,6 Mai 2020,26900
185,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap961-audi-a6-tdi-bva-toit-ouvrant-17555,Audi,A6 ,08-2006,Diesel,Automatique,364000 Km,8 CV,Excellent,6 Mai 2020,31000
186,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap927-seat-leon-sc-toit-pano-1ere-main-17524,Seat,Leon,12-2016,Essence,Manuelle,27000 Km,6 CV,Excellent,6 Mai 2020,49500
187,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap929-peugeot-208-1-ere-main-17525,Peugeot,208,02-2016,Essence,Manuelle,83000 Km,5 CV,Excellent,6 Mai 2020,34900
188,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap903-citroen-c4-picasso-bva-17504,Citroen,C4 Picasso,12-2009,Diesel,Automatique,195000 Km,6 CV,Excellent,6 Mai 2020,23900
189,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap912-citroen-c5-ehdi-bva-17510,Citroen,C5,08-2012,Diesel,Automatique,184000 Km,6 CV,Excellent,6 Mai 2020,34500
190,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap913-ssangyong-actyon-sport-17511,Ssangyong ,Actyon,10-2013,Diesel,Manuelle,235000 Km,7 CV,Excellent,6 Mai 2020,35000
191,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap900-koda-fabia-montecarlo-tdi-17502,Skoda,Fabia,04-2012,Diesel,Manuelle,129000 Km,5 CV,Excellent,6 Mai 2020,37000
192,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap883-ford-fiesta-17488,Ford,Fiesta,06-2014,Essence,Manuelle,100000 Km,5 CV,Excellent,6 Mai 2020,29500
193,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap851-audi-a4-tdi-17461,Audi,A4,03-2009,Diesel,Manuelle,193000 Km,8 CV,Excellent,6 Mai 2020,44500
194,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap814-citroen-c-elysee-exclusive-17422,Citroen,C Elysée,10-2014,Essence,Manuelle,101000 Km,5 CV,Excellent,6 Mai 2020,23900
195,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap756-volkswagen-golf-7-lounge-bvm5-toit-pano-17360,Volkswagen,Golf 7,09-2015,Essence,Manuelle,51000 Km,5 CV,Excellent,6 Mai 2020,69500
196,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2011-fiat-grande-punto-1ere-main-17880,Fiat,Grande Punto ,04-2011,Essence,Manuelle,181000 Km,5 CV,Excellent,6 Mai 2020,22900
197,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2014-volkswagen-polo-sedan-17819,Volkswagen,Polo,09-2014,Essence,Manuelle,73000 Km,5 CV,Excellent,6 Mai 2020,32900
198,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap318-audi-q5-bva-16830,Audi,Q5,08-2010,Essence,Automatique,176000 Km,13 CV,Excellent,6 Mai 2020,64900
199,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap484-citroen-c5-17024,Citroen,C5,01-2013,Essence,Manuelle,142000 Km,9 CV,Excellent,6 Mai 2020,29900
200,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap738-volkswagen-touran-tdi-7-places-17335,Volkswagen,Touran,02-2012,Diesel,Manuelle,179000 Km,6 CV,Excellent,6 Mai 2020,56000
201,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap277-cadillac-escalade-ext-bva-toit-ouvrant-16779,Cadillac,Escalade,06-2004,Essence,Automatique,106000 Km,22 CV,Excellent,6 Mai 2020,57000
202,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap597-porsche-cayenne-17173,Porsche,Cayenne,12-2003,Essence,Automatique,189000 Km,19 CV,Excellent,6 Mai 2020,47900
203,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap614-volkswagen-passat-cc-bva-toit-pano-17194,Volkswagen,Passat Cc,08-2009,Essence,Automatique,174000 Km,9 CV,Excellent,6 Mai 2020,43000
204,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2011-mini-countryman-4portes-17753,Mini,Countryman Cooper,04-2011,Essence,Manuelle,214000 Km,6 CV,Excellent,6 Mai 2020,44900
205,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2007-mercedes-c220-cdi-bva-toit-pano-17728,Mercedes,Classe C,08-2007,Diesel,Automatique,232000 Km,10 CV,Excellent,6 Mai 2020,55000
206,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2012-ford-fiesta-titanium-1ere-main-17873,Ford,Fiesta,11-2012,Essence,Manuelle,107000 Km,5 CV,Excellent,6 Mai 2020,26500
207,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2011-renault-megane-3-tomtom-18000,Renault,Megane 3,11-2011,Diesel,Manuelle,186000 Km,6 CV,Excellent,6 Mai 2020,32500
208,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2017-toyota-yaris-17687,Toyota,Yaris,10-2017,Essence,Manuelle,46000 Km,4 CV,Excellent,6 Mai 2020,32900
209,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2016-seat-ibiza-17918,Seat,Ibiza,08-2016,Essence,Manuelle,82000 Km,4 CV,Excellent,6 Mai 2020,30000
210,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2018-fiat-grande-punto-easy-17917,Fiat,Grande Punto ,04-2018,Essence,Manuelle,65000 Km,4 CV,Excellent,6 Mai 2020,32900
211,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2015-fiat-grande-punto-17914,Fiat,Grande Punto ,05-2015,Essence,Manuelle,81000 Km,4 CV,Excellent,5 Mai 2020,27500
212,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/tap773-audi-a3-bva-toit-pano-17380,Audi,A3,04-2014,Essence,Automatique,156000 Km,6 CV,Excellent,5 Mai 2020,72500
213,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2010-bmw-x1-23d-toit-pano-bva-17795,BMW,X1,12-2010,Diesel,Automatique,185000 Km,12 CV,Excellent,5 Mai 2020,57000
214,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2014-volkswagen-golf-7-cup-toit-pano-bva-17857,Volkswagen,Golf 7,05-2014,Essence,Automatique,140000 Km,5 CV,Excellent,5 Mai 2020,65000
215,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2017-chevrolet-cruze-1ere-main-17803,Chevrolet,Blazer,05-2017,Essence,Manuelle,52000 Km,7 CV,Excellent,5 Mai 2020,38900
216,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2012-alfa-romeo-mito-17854,Alfa Romeo,Mito,03-2012,Essence,Manuelle,118000 Km,5 CV,Excellent,5 Mai 2020,32000
217,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2007-bmw-320i-e92-17853,BMW,SERIE 3 ,04-2007,Essence,Manuelle,267000 Km,10 CV,Excellent,5 Mai 2020,37000
218,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2002-mercedes-e220-cdi-bvm-toit-pano-17855,Mercedes,Classe E,11-2002,Diesel,Manuelle,300000 Km,9 CV,Excellent,5 Mai 2020,32000
219,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2008-volkswagen-multivan-7places-17938,Volkswagen,Multivan,11-2008,Diesel,Manuelle,158000 Km,7 CV,Excellent,5 Mai 2020,49000
220,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2014-citroen-jumper-17851,Citroen,Jumper,05-2014,Diesel,Manuelle,120000 Km,7 CV,Excellent,5 Mai 2020,35000
221,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2015-nissan-qashqai-tekna-toit-pano-17746,Nissan,Qashqai,02-2015,Essence,Manuelle,88000 Km,6 CV,Excellent,5 Mai 2020,73000
222,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2011-citroen-c5-ehdi-17835,Citroen,C5,12-2011,Diesel,Manuelle,185000 Km,6 CV,Excellent,5 Mai 2020,35000
223,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/1977-citroen-2cv-fourgonnette-17837,Citroen,AX,09-1977,Essence,Manuelle,,4 CV,Excellent,5 Mai 2020,11500
224,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2013-chevrolet-trax-awd-17838,Chevrolet,Tahoe,11-2013,Essence,Manuelle,93000 Km,8 CV,Excellent,5 Mai 2020,50000
225,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2014-nissan-qashqai-tekna-17839,Nissan,Qashqai,02-2014,Essence,Manuelle,116000 Km,6 CV,Excellent,5 Mai 2020,75000
226,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2016-kia-sportage-toit-pano-bva-1ere-main-17840,Kia,Sportages,12-2016,Essence,Automatique,65000 Km,8 CV,Excellent,5 Mai 2020,98000
227,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2013-mercedes-b180-17841,Mercedes,Classe B,02-2013,Essence,Manuelle,134000 Km,7 CV,Excellent,5 Mai 2020,59000
228,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2017-seat-ateca-xcellence-bva-toit-panoramique-1ere-main-17821,Seat,Altea XL,08-2017,Essence,Automatique,124000 Km,8 CV,Excellent,5 Mai 2020,77500
229,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2018-bmw-x2-pack-m-x-bva-1ere-main-sdrive-17842,BMW,X3,06-2018,Essence,Automatique,25000 Km,8 CV,Excellent,4 Mai 2020,166000
230,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2007-bmw-x5-bva-7-places-17833,BMW,X5,08-2007,Essence,Automatique,281000 Km,19 CV,Excellent,4 Mai 2020,54500
231,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/2011-mercedes-e200-cgi-kit-amg-toit-pano-17828,Mercedes,Classe E,08-2011,Essence,Manuelle,158000 Km,11 CV,Excellent,4 Mai 2020,73500
232,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/skoda-octavia-18011,Skoda,Octavia,07-2016,Essence,Automatique,100000 Km,8 CV,Excellent,4 Mai 2020,55000
233,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-206-sedan-18007,Peugeot,206 sedan,01-2010,Essence,Manuelle,124000 Km,6 CV,Excellent,24 Avril 2020,16800
234,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/kia-sportage-18006,Kia,Sportages,05-2019,Essence,Automatique,23000 Km,8 CV,Neuf,6 Avril 2020,108000
235,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/voiture-17977,Kia,RIO,10-2015,Essence,Manuelle,36500 Km,5 CV,Excellent,11 Mars 2020,47000
236,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/peugeot-partner-17972,Peugeot,Partner ,12-2003,Diesel,Manuelle,170000 Km,7 CV,Excellent,11 Mars 2020,13000
237,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/scirocco-bvm-17971,Volkswagen,Scirocco,04-2009,Essence,Manuelle,180000 Km,7 CV,Très bon,11 Mars 2020,33000
238,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/navara-europeenne-17970,Nissan,Navara,04-2011,Diesel,Manuelle,240000 Km,8 CV,Bon,10 Mars 2020,42500
239,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mercedes-c180-17963,Mercedes,Classe C,01-2014,Essence,Manuelle,132000 Km,9 CV,En marche,10 Mars 2020,69500
240,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/golf-6-diesel-tdi-bande-rouge-a-vendre-17956,Volkswagen,Golf 6,11-2010,Diesel,Manuelle,201000 Km,5 CV,Très bon,7 Mars 2020,35000
241,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ssang-young-tivoli-blanche-17948,Ssangyong ,Family,10-2016,Essence,Manuelle,110000 Km,7 CV,D'origine,5 Mars 2020,53000
242,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/fiat-panda-hi-tech-17941,Fiat,Panda,06-2013,Essence,Manuelle,140000 Km,4 CV,Excellent,5 Mars 2020,29000
243,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/ford-focus-titanium-07-2016-17944,Ford,Focus,07-2016,Essence,Manuelle,86000 Km,5 CV,Très bon,4 Mars 2020,44000
244,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/alfa-romeo-giulietta-neuve-boite-auto-17943,Alfa Romeo,Giulietta,08-2019,Essence,Automatique,10000 Km,9 CV,Neuf,4 Mars 2020,30000
245,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/avendre-206-plus-17939,Peugeot,206 plus,07-2011,Essence,Manuelle,79000 Km,4 CV,Très bon,3 Mars 2020,20000
246,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/206-berline-1-main-tres-bien-entretenue-17898,Peugeot,206 sedan,10-2007,Essence,Manuelle,170000 Km,6 CV,Excellent,23 Fèvr. 2020,16000
247,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/range-rover-evoque-17895,Land-Rover,Evoque,04-2016,Essence,Automatique,118000 Km,9 CV,Neuf,22 Fèvr. 2020,85000
248,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/symbol-2015-17888,Renault,Symbol,05-2015,Essence,Manuelle,81000 Km,5 CV,Excellent,22 Fèvr. 2020,25500
249,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/mg-zs-17887,Nissan,Qashqai,01-2019,Essence,Automatique,36000 Km,4 CV,Neuf,22 Fèvr. 2020,68000
250,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/a-vendre-opel-corsa-swing-17875,Opel,Swing,06-1997,Essence,Manuelle,345000 Km,5 CV,Bon,18 Fèvr. 2020,12000
251,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/suzuki-baleno-boite-auto-1ere-main-17871,Suzuki,Baleno,10-2017,Essence,Automatique,40600 Km,5 CV,Excellent,17 Fèvr. 2020,46800
252,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/hyundai-grand-i10-sur-leasing-17859,Hyundai,Grand i10,03-2018,Essence,Manuelle,39000 Km,5 CV,D'origine,16 Fèvr. 2020,19300
253,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-x1-sdrive-18i-xconfort-line-17850,BMW,X1,01-2017,Essence,Automatique,58200 Km,7 CV,Excellent,12 Fèvr. 2020,124000
254,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/soungyoung-17849,Ssangyong ,Actyon,01-2013,Diesel,Automatique,187000 Km,8 CV,Très bon,12 Fèvr. 2020,30000
255,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/bmw-serie-1-17848,BMW,SERIE 1 ,07-2011,Essence,Automatique,110000 Km,7 CV,D'origine,12 Fèvr. 2020,42000
256,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/a-vendre-grande-punto-1er-main-17816,Fiat,Grande Punto ,10-2010,Essence,Manuelle,147500 Km,5 CV,Très bon,10 Fèvr. 2020,21300
257,https://www.auto-plus.tn/voitures-d-occasion/a_vendre/a-vendre-tres-belle-mercedes-cdi-220-8-cv-diesel-17701,Mercedes,Classe C,12-2007,Diesel,Manuelle,160000 Km,8 CV,Excellent,6 Fèvr. 2020,38000
